valueDate,notes,organization,email,clientName,amount,currency
14-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,AR,999,USD
09-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,ID,225,USD
07-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,AF,745,USD
28-Dec-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,CN,693,USD
31-Oct-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,CN,630,USD
09-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,PL,672,USD
08-Dec-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,PL,766,USD
05-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,PT,681,USD
02-Oct-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,CN,639,USD
15-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,BR,848,USD
15-Oct-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,CN,700,USD
23-Oct-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,AL,472,USD
28-Sep-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,CN,522,USD
26-Dec-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,CN,120,USD
12-Oct-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,CN,665,USD
28-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,HR,587,USD
30-Oct-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,TZ,881,USD
19-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,MG,979,USD
02-Oct-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,UA,188,USD
30-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,US,448,USD
22-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,BY,797,USD
07-Jan-22,Job Done,Ever Technologies LTD,mustero@smooper.xyz,GT,210,USD
26-Dec-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,JP,215,USD
31-Oct-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,UA,756,USD
27-Oct-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,FR,936,USD
18-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,CA,706,USD
12-Oct-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,RU,546,USD
27-Sep-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,DO,861,USD
30-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,CN,575,USD
28-Sep-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,RU,984,USD
22-Oct-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,PT,705,USD
06-Dec-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,PL,790,USD
13-Jan-22,Job Done,Ever Technologies LTD,mustero@smooper.xyz,CN,251,USD
30-Dec-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,FR,194,USD
22-Jan-22,Job Done,Ever Technologies LTD,mustero@smooper.xyz,IE,702,USD
20-Dec-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,CN,519,USD
28-Sep-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,ID,785,USD
19-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,AR,831,USD
14-Dec-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,PH,555,USD
06-Jan-22,Job Done,Ever Technologies LTD,mustero@smooper.xyz,ZA,967,USD
06-Jan-22,Job Done,Ever Technologies LTD,mustero@smooper.xyz,EE,965,USD
25-Jan-22,Job Done,Ever Technologies LTD,mustero@smooper.xyz,RU,791,USD
03-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,PL,968,USD
18-Nov-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,PH,110,USD
28-Sep-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,CZ,229,USD
14-Dec-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,ID,298,USD
22-Oct-21,Job Done,Ever Technologies LTD,mustero@smooper.xyz,MX,676,USD
26-Oct-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CN,103,USD
24-Jan-22,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CZ,953,USD
04-Jan-22,Job Done,Ever Technologies LTD,desterrro@hotmail.com,ID,354,USD
27-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,PL,119,USD
08-Oct-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CN,339,USD
09-Jan-22,Job Done,Ever Technologies LTD,desterrro@hotmail.com,UA,703,USD
10-Oct-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,PL,635,USD
04-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CZ,550,USD
08-Jan-22,Job Done,Ever Technologies LTD,desterrro@hotmail.com,EG,219,USD
10-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,US,864,USD
20-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,PL,158,USD
15-Dec-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,AR,318,USD
29-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,MN,329,USD
10-Oct-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,PH,802,USD
09-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CO,482,USD
09-Dec-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,PH,246,USD
08-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,PL,100,USD
11-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,ID,506,USD
03-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,AL,246,USD
01-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,DO,290,USD
28-Sep-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,SY,568,USD
18-Oct-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,KP,721,USD
28-Sep-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,MA,834,USD
31-Dec-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,PL,950,USD
30-Dec-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CN,403,USD
17-Dec-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,TH,322,USD
26-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CN,955,USD
21-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,TH,379,USD
10-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,ZW,584,USD
22-Jan-22,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CZ,875,USD
06-Dec-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,US,976,USD
12-Jan-22,Job Done,Ever Technologies LTD,desterrro@hotmail.com,PH,893,USD
11-Oct-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,FR,768,USD
18-Oct-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CN,269,USD
18-Dec-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,ID,101,USD
03-Dec-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,BR,961,USD
07-Jan-22,Job Done,Ever Technologies LTD,desterrro@hotmail.com,ID,376,USD
02-Dec-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CN,363,USD
10-Dec-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CN,800,USD
04-Jan-22,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CN,920,USD
15-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,ID,488,USD
05-Oct-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CL,345,USD
15-Oct-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,ID,330,USD
31-Oct-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CN,723,USD
08-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,TH,540,USD
06-Oct-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,RU,376,USD
21-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,ID,397,USD
07-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,CR,884,USD
11-Nov-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,AW,504,USD
15-Oct-21,Job Done,Ever Technologies LTD,desterrro@hotmail.com,PT,520,USD
03-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,BR,377,USD
29-Sep-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,CU,486,USD
09-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,US,193,USD
29-Nov-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,BR,787,USD
03-Jan-22,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,US,975,USD
12-Oct-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,CN,900,USD
19-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,CZ,821,USD
27-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,ID,456,USD
23-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,AL,326,USD
23-Oct-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,CN,977,USD
27-Nov-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,SE,833,USD
19-Jan-22,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,FR,174,USD
06-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,ID,989,USD
22-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,TH,545,USD
04-Oct-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,UA,990,USD
22-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,NZ,169,USD
02-Jan-22,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,FR,432,USD
17-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,PH,140,USD
22-Oct-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,PH,324,USD
29-Nov-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,SE,692,USD
29-Nov-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,ID,162,USD
26-Nov-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,ID,407,USD
20-Nov-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,JP,146,USD
03-Nov-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,ID,805,USD
14-Oct-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,PH,107,USD
23-Jan-22,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,MM,578,USD
28-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,CZ,944,USD
23-Oct-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,PT,427,USD
12-Nov-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,ID,514,USD
07-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,ES,786,USD
06-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,CO,977,USD
06-Nov-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,PL,251,USD
05-Oct-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,CN,844,USD
25-Nov-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,ID,853,USD
22-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,PE,845,USD
27-Oct-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,GR,435,USD
15-Jan-22,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,RU,638,USD
31-Oct-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,ID,565,USD
07-Jan-22,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,AF,852,USD
23-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,AL,938,USD
01-Jan-22,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,RU,202,USD
05-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,CN,214,USD
11-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,JP,603,USD
16-Oct-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,BR,464,USD
02-Jan-22,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,SE,280,USD
16-Nov-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,RU,387,USD
06-Oct-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,TH,546,USD
04-Nov-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,TZ,701,USD
09-Dec-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,CI,139,USD
01-Oct-21,Job Done,Ever Technologies LTD,ckhandla94@gmail.com,DO,413,USD
23-Nov-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,RU,435,USD
30-Nov-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,KZ,375,USD
25-Dec-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,BR,374,USD
07-Dec-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,TN,110,USD
16-Dec-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,AR,127,USD
22-Nov-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CN,706,USD
16-Jan-22,Job Done,Ever Technologies LTD,yostorono@example-ever.co,RU,300,USD
03-Oct-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,SL,232,USD
23-Nov-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,BR,342,USD
13-Nov-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,PE,302,USD
27-Oct-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CN,920,USD
20-Jan-22,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CN,193,USD
29-Sep-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,PL,937,USD
20-Oct-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,FI,684,USD
26-Oct-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,RU,143,USD
27-Sep-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,FR,922,USD
23-Jan-22,Job Done,Ever Technologies LTD,yostorono@example-ever.co,ID,660,USD
31-Dec-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,BZ,730,USD
07-Nov-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CN,380,USD
14-Nov-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,BR,378,USD
31-Oct-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,SY,273,USD
18-Oct-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CN,369,USD
07-Jan-22,Job Done,Ever Technologies LTD,yostorono@example-ever.co,PT,434,USD
22-Jan-22,Job Done,Ever Technologies LTD,yostorono@example-ever.co,UA,796,USD
11-Jan-22,Job Done,Ever Technologies LTD,yostorono@example-ever.co,ID,203,USD
24-Dec-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,PH,895,USD
31-Oct-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CN,701,USD
03-Dec-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,BR,116,USD
27-Oct-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,NP,157,USD
06-Dec-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CN,907,USD
15-Dec-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CN,369,USD
14-Dec-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CN,204,USD
25-Dec-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CO,116,USD
06-Jan-22,Job Done,Ever Technologies LTD,yostorono@example-ever.co,JM,241,USD
14-Nov-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CN,324,USD
26-Jan-22,Job Done,Ever Technologies LTD,yostorono@example-ever.co,PH,373,USD
02-Nov-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,PH,681,USD
29-Nov-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,FR,429,USD
12-Nov-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,BR,378,USD
20-Jan-22,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CN,210,USD
17-Jan-22,Job Done,Ever Technologies LTD,yostorono@example-ever.co,VN,105,USD
06-Nov-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,ID,314,USD
03-Nov-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,RU,510,USD
15-Nov-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CA,162,USD
08-Dec-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CN,551,USD
11-Dec-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,CN,275,USD
08-Jan-22,Job Done,Ever Technologies LTD,yostorono@example-ever.co,ID,688,USD
18-Oct-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,ZA,428,USD
22-Jan-22,Job Done,Ever Technologies LTD,yostorono@example-ever.co,ID,445,USD
19-Oct-21,Job Done,Ever Technologies LTD,yostorono@example-ever.co,GR,637,USD
06-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,FR,802,USD
19-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,215,USD
14-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,314,USD
16-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,SY,371,USD
24-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,EE,392,USD
28-Sep-21,Job Done,Ever Technologies LTD,julia@example-ever.co,US,598,USD
01-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,HN,324,USD
14-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PT,616,USD
22-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,LT,625,USD
07-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CA,317,USD
18-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,FR,612,USD
07-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,BR,959,USD
18-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,TJ,335,USD
10-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,MR,598,USD
06-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,DO,163,USD
26-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PH,112,USD
29-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,FM,238,USD
03-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PL,390,USD
23-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,PL,398,USD
18-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,RU,958,USD
20-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ZA,632,USD
20-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,387,USD
10-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PH,287,USD
10-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,UG,746,USD
21-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PL,274,USD
04-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,971,USD
04-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,IL,660,USD
13-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,134,USD
03-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,IR,834,USD
07-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,GR,405,USD
21-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,AR,531,USD
28-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,737,USD
05-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,LV,424,USD
06-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,615,USD
11-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,SE,399,USD
01-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,US,576,USD
24-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,ZW,928,USD
30-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,JP,901,USD
19-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PT,806,USD
30-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,301,USD
10-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,US,358,USD
08-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,RU,330,USD
16-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,136,USD
27-Sep-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PE,639,USD
13-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,971,USD
21-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,145,USD
22-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PH,907,USD
21-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,RU,538,USD
11-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,MU,781,USD
16-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,208,USD
07-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,646,USD
17-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,926,USD
02-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PH,561,USD
19-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PK,913,USD
01-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,974,USD
29-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,EE,965,USD
17-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PE,651,USD
24-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,BG,763,USD
29-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,AL,843,USD
18-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,JP,206,USD
10-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,JP,619,USD
30-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,448,USD
29-Sep-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,839,USD
20-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,271,USD
27-Sep-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,486,USD
08-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,BR,647,USD
07-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,AG,872,USD
01-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PH,463,USD
19-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,RS,490,USD
28-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PL,159,USD
30-Sep-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,574,USD
25-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PE,917,USD
17-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,767,USD
10-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CO,950,USD
16-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,BR,342,USD
02-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,NO,911,USD
04-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,AR,571,USD
30-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,MY,781,USD
20-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,TN,173,USD
19-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,768,USD
24-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,199,USD
20-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,TT,309,USD
02-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,BR,411,USD
27-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CU,449,USD
30-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,MY,457,USD
08-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,988,USD
25-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,725,USD
26-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,746,USD
09-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,856,USD
17-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,595,USD
18-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PE,456,USD
09-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,IS,169,USD
17-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,677,USD
11-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PH,684,USD
10-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,392,USD
21-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,RU,565,USD
06-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,135,USD
05-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,463,USD
31-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,920,USD
17-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,935,USD
06-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,500,USD
22-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,CU,426,USD
01-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,FO,208,USD
23-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,SI,842,USD
20-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CZ,912,USD
25-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PK,743,USD
20-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,160,USD
07-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PE,312,USD
02-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,699,USD
21-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,RU,614,USD
30-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,UA,703,USD
29-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,PH,413,USD
25-Jan-22,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,876,USD
21-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,FR,519,USD
14-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,UA,501,USD
13-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,RU,975,USD
13-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,HT,441,USD
23-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,ID,125,USD
19-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CN,517,USD
06-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,RU,323,USD
11-Oct-21,Job Done,Ever Technologies LTD,julia@example-ever.co,EC,504,USD
04-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,HT,901,USD
02-Dec-21,Job Done,Ever Technologies LTD,julia@example-ever.co,RU,366,USD
07-Nov-21,Job Done,Ever Technologies LTD,julia@example-ever.co,CM,329,USD
